560,494
538,538
560,582
538,626
560,670
538,714
560,758
538,802
560,846
538,890
560,934
538,978
560,1022
538,1066
560,1110
538,1154
560,1198
538,1242
560,1286
582,10
604,54
582,98
604,142
582,186
604,230
582,274
604,318
582,362
604,406
582,450
604,494
582,538
604,582
582,626
604,670
582,714
604,758
582,802
604,846
582,890
604,934
582,978
604,1022
582,1066
604,1110
582,1154
604,1198
582,1242
604,1286
626,10
648,54
626,98
648,142
626,186
648,230
626,274
648,318
626,362
648,406
626,450
648,494
626,538
648,582
626,626
648,670
626,714
648,758
626,802
648,846
626,890
648,934
626,978
648,1022
626,1066
648,1110
626,1154
648,1198
626,1242
648,1286
670,10
692,54
670,98
692,142
670,186
692,230
670,274
692,318
670,362
692,406
670,450
692,494
670,538
692,582
670,626
692,670
670,714
692,758
670,802
692,846
670,890
692,934
670,978
692,1022
670,1066
692,1110
670,1154
692,1198
670,1242
692,1286
714,10
736,54
714,98
736,142
714,186
736,230
714,274
736,318
714,362
736,406
714,450
736,494
714,538
736,582
714,626
736,670
714,714
736,758
714,802
736,846
714,890
736,934
714,978
736,1022
714,1066
736,1110
714,1154
736,1198
714,1242
736,1286
758,10
780,54
758,98
780,142
758,186
780,230
758,274
780,318
758,362
780,406
758,450
780,494
758,538
780,582
758,626
780,670
758,714
780,758
758,802
780,846
758,890
780,934
758,978
780,1022
758,1066
780,1110
758,1154
780,1198
758,1242
780,1286
802,10
824,54
802,98
824,142
802,186
824,230
802,274
824,318
802,362
824,406
802,450
824,494
802,538
824,582
802,626
824,670
802,714
824,758
802,802
824,846
802,890
824,934
802,978
824,1022
802,1066
824,1110
802,1154
824,1198
802,1242
824,1286
846,10
868,54
846,98
868,142
846,186
868,230
846,274
868,318
846,362
868,406
846,450
868,494
846,538
868,582
846,626
868,670
846,714
868,758
846,802
868,846
846,890
868,934
846,978
868,1022
846,1066
868,1110
846,1154
868,1198
846,1242
868,1286
890,10
912,54
890,98
912,142
890,186
912,230
890,274
912,318
890,362
912,406
890,450
912,494
890,538
912,582
890,626
912,670
890,714
912,758
890,802
912,846
890,890
912,934
890,978
912,1022
890,1066
912,1110
890,1154
912,1198
890,1242
912,1286
934,10
956,54
934,98
956,142
934,186
956,230
934,274
956,318
934,362
956,406
934,450
956,494
934,538
956,582
934,626
956,670
934,714
956,758
934,802
956,846
934,890
956,934
934,978
956,1022
934,1066
956,1110
934,1154
956,1198
934,1242
956,1286
978,10
1000,54
978,98
1000,142
978,186
1000,230
978,274
1000,318
978,362
1000,406
978,450
1000,494
978,538
1000,582
978,626
1000,670
978,714
1000,758
978,802
1000,846
978,890
1000,934
978,978
1000,1022
978,1066
1000,1110
978,1154
1000,1198
978,1242
1000,1286
1022,10
1044,54
1022,98
1044,142
1022,186
1044,230
1022,274
1044,318
1022,362
1044,406
1022,450
1044,494
1022,538
1044,582
1022,626
1044,670
1022,714
1044,758
1022,802
1044,846
1022,890
1044,934
1022,978
1044,1022
1022,1066
1044,1110
1022,1154
1044,1198
1022,1242
1044,1286
1066,10
1088,54
1066,98
1088,142
1066,186
1088,230
1066,274
1088,318
1066,362
1088,406
1066,450
1088,494
1066,538
1088,582
1066,626
1088,670
1066,714
1088,758
1066,802
1088,846
1066,890
1088,934
1066,978
1088,1022
1066,1066
1088,1110
1066,1154
1088,1198
1066,1242
1088,1286
1110,10
1132,54
1110,98
1132,142
1110,186
1132,230
1110,274
1132,318
1110,362
1132,406
1110,450
1132,494
1110,538
1132,582
1110,626
1132,670
1110,714
1132,758
1110,802
1132,846
1110,890
1132,934
1110,978
1132,1022
1110,1066
1132,1110
1110,1154
1132,1198
1110,1242
1132,1286
1154,10
1176,54
1154,98
1176,142
1154,186
1176,230
1154,274
1176,318
1154,362
1176,406
1154,450
1176,494
1154,538
1176,582
1154,626
1176,670
1154,714
1176,758
1154,802
1176,846
1154,890
1176,934
1154,978
1176,1022
1154,1066
1176,1110
1154,1154
1176,1198
1154,1242
1176,1286
1198,10
1220,54
1198,98
1220,142
1198,186
1220,230
1198,274
1220,318
1198,362
1220,406
1198,450
1220,494
1198,538
1220,582
1198,626
1220,670
1198,714
1220,758
1198,802
1220,846
1198,890
1220,934
1198,978
1220,1022
1198,1066
1220,1110
1198,1154
1220,1198
1198,1242
1220,1286
1242,10
1264,54
1242,98
1264,142
1242,186
1264,230
1242,274
1264,318
1242,362
1264,406
1242,450
1264,494
1242,538
1264,582
1242,626
1264,670
1242,714
1264,758
1242,802
1264,846
1242,890
1264,934
1242,978
1264,1022
1242,1066
1264,1110
1242,1154
1264,1198
1242,1242
1264,1286
1286,10
1308,54
1286,98
1308,142
1286,186
1308,230
1286,274
1308,318
1286,362
1308,406
1286,450
1308,494
1286,538
1308,582
1286,626
1308,670
1286,714
1308,758
1286,802
1308,846
1286,890
1308,934
1286,978
1308,1022
1286,1066
1308,1110
1286,1154
1308,1198
1286,1242
1308,1286
